"name","symbol","CIK"
"ALLTEL CP UN","AYZ","0000065873"
"ALPHARMA STK A","ALO","0000730469"
"ALSTOM ADR","ALS","1349976"
"ALTANA AG ADR","AAA","0001173310"
"ALUMINA ADR","AWC","0000857071"
"AM ELEC POWER","AEP","0000004904"
"AM RESIDENTIAL","INV","1035744"
"AM STATES WATER","AWR","0001056903"
"AMB PROPERTY","AMB","0001045609"
"AMBAC FINL GRP","ABK","0000874501"
"AMBAC FINL GRP","AKB","1191267"
"AMBAC FINL GRP DEB","AFK","1110452"
"AMBEV ADR REP PR","ABV.C","1113172"
"AMCAST INDU","AIZ","0001267238"
"AMCOL INTL","ACO","0000813621"
"AMDOCS","DOX","0001062579"
"AMER AXLE & MANU","AXL","0001062231"
"AMER GREETINGS STK A","AM","0000005133"
"AMER INTL GROUP","AIG","0000005272"
"AMER ITALIAN STK A","PLB","849667"
"AMER LAND LEASE","ANL","0000804138"
"AMER MED SEC","AMZ","878897"
"AMER MUNI INCM","XAA","902750"
"AMER MUNI TERM TRUST III STK F","CXT","882418"
"AMER REAL ESTATE ADR UN","ACP","0000813762"
"AMER REALTY INV","ARL","0001102238"
"AMER SAFETY INS","ASI","0000783603"
"AMER SEL PORT","SLA","908785"
"AMER STANDARD","ASD","0000836102"
"AMER STRAT INCM PORT II STK FD","BSP","886984"
"AMER STRAT INCOME PORT STK FD","ASP","878930"
"AMER STRATEGIC","CSP","896161"
"AMER WATER","AWK","318819"
"AMER WEST HLD STK B","AWA","1029863"
"AMERADA HESS","AHC","4447"
"AMEREN","AEE","0001002910"
"AMERICA FINL GP","AFG","0001042046"
"AMERICA MOVIL ADR L","AMX","0001129137"
"AMERICAN EXPRESS","AXP","0000004962"
"AMERICAN INCOME FUND STK FD","MRF","838131"
"AMERICAN RETIRE","ACR","0000787784"
"AMERICAN TOWER STK A","AMT","0001053507"
"AMERICREDIT","ACF","0000804269"
"AMERIGAS PART STK UN","APU","0000932628"
"AMERIGROUP","AGP","0001064863"
"AMERISOURCEBERGN","ABC","0001140859"
"AMERON INTL","AMN","0000790730"
"AMERSHAM PLC ADR","AHM","0001256536"
"AMERUS GROUP CO","AMH","0001051717"
"AMETEK","AME","0001037868"
"AMLI RESIDENTIAL","AML","0000914724"
"AMN HEALTHCARE","AHS","0001142750"
"AMPCO PITTSBURGH","AP","0000006176"
"AMPHENOL STK A","APH","0000820313"
"AMR","AMR","0000006201"
"AMR PINES","AAR","6201"
"AMREP","AXR","0000006207"
"AMSOUTH BANCORP","ASO","0000003133"
"AMVESCAP ADR","AVZ","0000914208"
"ANADARKO PETRO","APC","0000773910"
"ANALOG DEVICES","ADI","0000006281"
"ANDINA ADR A","AKO.A","1376879"
"ANDINA ADR B","AKO.B","0000925261"
"ANGELICA","AGL","0000006571"
"ANGLOGOLD ADR","AU","0001067428"
"ANHEUSER BUSCH","BUD","0000310569"
"ANIXTER INTL","AXE","0000052795"
"ANNALY MORTGAGE","NLY","0001043219"
"ANNTAYLOR STORE","ANN","0000874214"
"ANNUITY LIFE RE","ANR","0001310243"
"ANTEON INTL","ANT","0001163842"
"ANTHEM","ATH","1156039"
"ANTHEM INC UTS","ATV","0001365742"
"ANTHRACITE CAP","AHR","0001050112"
"ANZ BANKING GRP ADR","ANZ","0000859994"
"AO TATNEFT ADR","TNT","0001058255"
"AOL TIME WARNER","AOL","1105705"
"AON","AOC","0000315293"
"APACHE","APA","0000006769"
"APEX MUNICIPAL FD","APX","817998"
"APOGENT TECH","AOT","824803"
"APPALACHIAN PWR NT DEB A","AJB","1336737"
"APPALACHIAN PWR NT DEB B","AJC","1256038"
"APPLICA","APN","0000217084"
"APPLIED BIOSYS TRK","ABI","0000077551"
"APPLIED INDUS","AIT","0000109563"
"APRIA HLTHCARE","AHG","0000882289"
"APT INV MNGMT","AIV","0000922864"
"APT SATELLITE ADR","ATS","0001027229"
"APTARGROUP","ATR","0000896622"
"AQUILA","ILA","0000066960"
"AQUILA 7.875% QUIBS SR NT DEB","ILD","66960"
"ARACRUZ ADR","ARA","0000883952"
"ARAMARK WRLDWD STK B","RMK","0001144528"
"ARBITRON INC","ARB","0000109758"
"ARCH CHEMICALS","ARJ","0001072343"
"ARCH COAL","ACI","0001037676"
"ARCHER DANIELS","ADM","0000007084"
"ARCHSTONE COMM","ASN","0001156826"
"ARDEN REALTY","ARI","0001013794"
"ARGOSY GAMING","AGY","0000895385"
"ARMOR HOLDINGS","AH","0000845752"
"ARROW ELECTRONIC","ARW","0000007536"
"ARTHUR J GALLAG","AJG","0000354190"
"ARVINMERITOR INC","ARM","0001113256"
"ASA","ASA","1230869"
"ASBURY AUTO GP","ABG","0001144980"
"ASHANTI GOLD ADR","ASL","1008136"
"ASHLAND","ASH","0001305014"
"ASIA PACIFIC FD","APB","795618"
"ASIA SATELLITE ADR","SAT","0001015276"
"ASIA TIGERS STK FD","GRR","912729"
"ASIA TIGERS WD","GRR.W","912729"
"ASSOC EST REALTY","AEC","0000911635"
"ASTORIA FINANCL","AF","0000910322"
"ASTRAZENECA ADR","AZN","0000901832"
"AT&T CAPITAL PINES","CIC","1019808"
"AT&T CAPITAL PINES","CIP","18654"
"AT&T CORP","T","0001003130"
"AT&T WIRELESS","AWE","1138234"
"ATALANTA SOSNOFF","ATL","792449"
"ATLAS AIR WW","CGO","1285650"
"ATMOS ENERGY","ATO","0000731802"
"ATWOOD OCEANICS","ATW","0000008411"
"AU OPTRONICS ADR","AUO","0001172494"
"AURORA FOODS","AOR","1060024"
"AUTOLIV","ALV","0001034670"
"AUTOMATIC DATA","ADP","0000008670"
"AUTONATION","AN","0000350698"
"AUTOZONE","AZO","0000866787"
"AVALONBAY COMM","AVB","0000915912"
"AVAYA","AV","0001116521"
"AVENTIS ADR","AVE","217028"
"AVERY DENNISON","AVY","0000008818"
"AVIALL","AVL","0000701650"
"AVISTA","AVA","0000104918"
"AVNET","AVT","0000008858"
"AVON","AVP","0000008868"
"AVX CORP","AVX","0000859163"
"AXA SA ADR","AXA","0000898427"
"AZTAR","AZR","0000852807"
"AZZ","AZZ","0000008947"
"B SKY B ADR","BSY","0000932789"
"B&H OCEAN","BHO","835540"
"BAIRNCO","BZ","0000350750"
"BAKER HUGHES","BHI","0000808362"
"BALDOR ELECTRIC","BEZ","0000009342"
"BALL","BLL","0000009389"
"BALLY TOT FIT","BFT","770944"
"BANCO BRADESCO ADR REP PR","BBD","0001160330"
"BANCO COM ADR","BPC","9326"
"BANCO DE CHILE ADR F","BCH","0001161125"
"BANCO LATINOAMER STK E","BLX","0000890541"
"BANCO SANTANDER ADR","SAN","0000931456"
"BANCOLOMBIA ADR REP PR","CIB","0001071371"
"BANCORPSOUTH","BXS","0000701853"
"BANDAG","BDG","0000009534"
"BANDAG STK A","BDG.A","9534"
"BANK NOVA SCOTIA","BNS","0000009631"
"BANK OF AMERICA","BAC","0000070858"
"BANK OF HAWAII","BOH","0000046195"
"BANK OF IRELAND ADR","IRE","0000800179"
"BANK OF MONTREAL","BMO","0000927971"
"BANK OF NEW YORK","BK","0000009626"
"BANK ONE","ONE","1067092"
"BANKATLANTIC STK A","BBX","0000921768"
"BANKNORTH GROUP","BNK","0001304994"
"BANTA","BN","0000009801"
"BARCLAYS ADR","BCS","0000312069"
"BARNES & NOBLE","BKS","0000890491"
"BARNES GROUP","B","0001045560"
"BARR LABS","BRL","0000010081"
"BARRICK GOLD","ABX","0000756894"
"BASF ADR","BF","0001024148"
"BAUSCH & LOMB","BOL","0000010427"
"BAXTER INTL","BAX","0000010456"
"BAY VIEW CAPITAL","BVC","840387"
"BAY VIEW CAPTL I","BVS","1074541"
"BAYER AKTIEN ADR","BAY","0001144145"
"BB&T","BBT","0000092230"
"BBV BANCO BHIF ADR","BB","1357800"
"BBVA BANCO FRAN ADR","BFR","0000913059"
"BCE","BCE","0000718940"
"BEAR STEARNS","BSC","0000777001"
"BEAR STEARNS DEP 7 1/8 1.12.95","TZG","0000893998"
"BEAR STEARNS DEP DEB","TZI","1304312"
"BEAR STEARNS DEP IBM STK PR","TZF","1116350"
"BEAR STEARNS DEP TR CERT DEB","TZE","1069558"
"BEAR STEARNS FORD 7.7% TRUCS D","TZK","0000893998"
"BEARINGPOINT","BE","0001113247"
"BEAZER HOMES","BZH","0000915840"
"BECKMAN COULTER","BEC","0000840467"
"BECTON DICKINSON","BDX","0000010795"
"BEDFD PROPERTY","BED","0000757448"
"BELDEN","BWC","1336777"
"BELLSOUTH","BLS","0000732713"
"BELLSOUTH CAP QUIBS DEB","BLB","1389059"
"BELO","BLC","0000356080"
"BEMIS","BMS","0000011199"
"BENCHMARK ELECT","BHE","0000863436"
"BENETTON GROUP ADR","BNG","0000849314"
"BERKLEY","BER","0000011544"
"BERKSHIRE HATHA STK A","BRK.A","1067983"
"BERKSHIRE HATHA STK B","BRK.B","1067983"
"BERRY PETROLEUM STK A","BRY","0000778438"
"BEST BUY","BBY","0000764478"
"BEVERLY ENTER","BEV","0000812305"
"BG GROUP ADR","BRG","0000805260"
"BIG LOTS","BLI","768835"
"BIOVAIL","BVF","0000885590"
"BISYS GROUP","BSG","0000883587"
"BJ SERVICES","BJS","0000864328"
"BJS WHOLESALE","BJ","0001037461"
"BK BILBAO VIZC ADR","BBV","0000842180"
"BKF CAPITAL GP","BKF","9235"
"BLACK & DECKER","BDK","0000012355"
"BLACK HILLS","BKH","0001130464"
"BLACKROCK ADVTG","BAT","845851"
"BLACKROCK CA IN MU 2008 TR STK","BFC","890514"
"BLACKROCK CA MUN BOND TR","BZA","1169027"
"BLACKROCK CA MUNI 2018 TR STK ","BJZ","1159038"
"BLACKROCK CA MUNI INCOME STK F","BFZ","1137391"
"BLACKROCK COR BD","BHK","1160864"
"BLACKROCK FL INS MUN 2008 STK ","BRF","890518"
"BLACKROCK FL MUN","BIE","1169028"
"BLACKROCK FL MUNI INCOME STK F","BBF","1137392"
"BLACKROCK INC TRST STK FD","BKT","832327"
"BLACKROCK INS MUN 2008 STK","BRM","889430"
"BLACKROCK INS MUN TRM TR STK F","BMT","882346"
"BLACKROCK INV QUAL MUN TR STK ","BKN","894242"
"BLACKROCK INV QUAL TRM TR STK ","BQT","883368"
"BLACKROCK MUN BD TR","BBK","1167467"
"BLACKROCK MUN TGT TRM TR STK F","BMN","877358"
"BLACKROCK MUNI 2018 TM TR STK ","BPK","1159040"
"BLACKROCK MUNI INCOME TR STK F","BFK","1137393"
"BLACKROCK N A GOVT INC TR STK ","BNA","880280"
"BLACKROCK NJ MUNI INCOME STK F","BNJ","1137440"
"BLACKROCK NY IN MU 2008 TR STK","BLN","890519"
"BLACKROCK NY MUN BOND TR","BQH","1167470"
"BLACKROCK NY MUNI 2018 TR STK ","BLH","1159039"
"BLACKROCK NY MUNI INCOME STK F","BNY","1137390"
"BLACKROCK STK A","BLK","0001060021"
"BLACKROCK STR BD","BHD","1165216"
"BLACKROCK STRAT","BSD","1089094"
"BLKRCK CA INS","BCK","1181027"
"BLKRCK FL INS","BAF","1181026"
"BLKRCK HI YLD","BHY","1068234"
"BLKRCK INS MUNI","BYM","1181187"
"BLKRCK NY INS","BSE","1181024"
"BLOCKBUSTER STK A","BBI","0001085734"
"BLOUNT INTL","BLT","0001001606"
"BLUE CHIP VALUE STK FD","BLU","810439"
"BLUE SQR ISRAEL ADR","BSI","0001016837"
"BLUEGREEN","BXG","0001218320"
"BLYTH","BTH","0000921503"
"BMC INDUSTRIES","BMM","0001275477"
"BMC SOFTWARE","BMC","0000835729"
"BNK OF AMERICA","IKJ","0000887132"
"BOARDWALK EQUITY","BEI","904900"
"BOC GROUP ADR","BOX","0000715095"
"BOCA RESORTS STK A","RST","1019361"
"BOEING","BA","0000012927"
"BOISE CASCADE","BCC","12978"
"BOISE CASCADE UN","BEP","1307155"
"BOMBAY","BBA","0000096287"
"BORDERS GROUP","BGP","0000940510"
"BORG WARNER","BWA","0000908255"
"BOSTON BEER STK A","SAM","0000949870"
"BOSTON PPTY","BXP","0001037540"
"BOSTON SCIENT","BSX","0000885725"
"BOULDER GROWTH","BIF","102426"
"BOULDER TOT RET","BTF","895422"
"BOWATER","BOW","0000743368"
"BOWNE & CO INC","BNE","0000013610"
"BOYD GAMING","BYD","0000906553"
"BOYDS COLLECTION","FOB","1074530"
"BOYKIN LODGING","BOY","0001015859"
"BP PLC ADR","BP","0000313807"
"BP PRUDHOE BAY STK UN","BPT","0000850033"
"BRADY STK A","BRC","0000746598"
"BRANDYWINE","BDN","0001060386"
"BRASCAN CORP STK A","BNN","1001085"
"BRASIL T PAR ADR REP PR","BRP","0001072797"
"BRASIL TELECOM ADR REP PR","BTM","0001160846"
"BRASKEM ADR PR A","BAK","1117171"
"BRAZIL STK FD","BZF","820028"
"BRAZILIAN EQUITY STK FD","BZL","883925"
"BRE PROPERTY STK A","BRE","0001011174"
"BRIGGS STRATTON","BGG","0000014195"
"BRILL CHINA AUTO ADR","CBA","0000891765"
"BRINKER INTL","EAT","0000703351"
"BRISTOL MYERS","BMY","0000014272"
"BRITISH AIRWAYS ADR","BAB","0000809023"
"BRITISH ENERGY ADR","BGY","1393299"
"BROADWING","BRW","0001272957"
"BROKEN HILL PTY ADR","BHP","0000811809"
"BROOKFIELD HOMES","BHS","0001202157"
"BROOKFIELD PROP","BPO","0001085359"
"BROWN & BROWN","BRO","0000079282"
"BROWN FORMAN STK A","BF.A","14693"
"BROWN FORMAN STK B","BF.B","14693"
"BROWN SHOE","BWS","0000014707"
"BRT REALTY TRUST","BRT","0000014846"
"BRUNSWICK","BC","0000014930"
"BRUSH ENGINEERED","BW","0001104657"
"BSCH BK ADR","STD","0000891478"
"BT GROUP ADR","BTY","756620"
"BUCKEYE PARTNERS STK UN","BPL","0000805022"
"BUCKEYE TECH","BKI","0000899597"
"BUENAVENTURA ADR B","BVN","0001005315"
"BUHRMANN NV ADR","BUH","0000910508"
"BUNGE LTD","BG","0001144519"
"BUNZL ADR","BNL","0001072397"
"BURLINGTON COAT","BCF","0000718916"
"BURLINGTON NORTH","BNI","0000015511"
"BURLINGTON RSC","BR","0000833320"
"BUSH INDS STK A","BSH","758604"
"BUTLER MANU","BBR","0000015840"
"BWAY","BY","943897"
"C R BARD","BCR","0000009892"
"C&D TECHNOLOGIES","CHP","0000808064"
"CA FED PR CAP PR CNV DEB","CFP","1027283"
"CA WATER SVC GP","CWT","0001035201"
"CABCO TRUST DEB","BFH","1237094"
"CABLE & WIRELESS ADR","CWP","0000854088"
"CABLE DESIGN","CDT","913142"
"CABLEVISION","CVC","0001053112"
"CABOT","CBT","0000016040"
"CABOT OIL","COG","0000858470"
"CACI INTL","CAI","0000016058"
"CADBURY SCHWEPP ADR","CSG","0000744473"
"CADENCE DESIGN","CDN","0000813672"
"CAE INC","CGT","0001173382"
"CALAMOS CONV OPP","CHI","1171471"
"CALGON CARBON","CCC","0000812701"
"CALLAWAY GOLF","ELY","0000837465"
"CALLON PETE","CPE","0000928022"
"CALPINE","CPN","0001172626"
"CAMBREX","CBM","0000820081"
"CAMDEN PROPERTY TRUST STK FD","CPT","0000906345"
"CAMECO","CCJ","0001009001"
"CAMPBELL SOUP","CPB","0000016732"
"CANON ADR","CAJ","0000016988"
"CANTEL MEDICAL CNV STK B","CMN","0000019446"
"CANTV ADR D","VNT","0001025862"
"CANWEST GLOBAL","CWG","0001003565"
"CAP SENR LIVING","CSU","0001043000"
"CAPITAL ONE FNCL","COF","0000927628"
"CAPSTEAD","CMO","0000766701"
"CARBO CERAMIC","CRR","0001009672"
"CARDINAL HEALTH","CAH","0000721371"
"CAREMARK RX","CMX","0001000736"
"CARLISLE","CSL","0000790051"
"CARMAX","KMX","0001170010"
"CARNIVAL STK A","CCL","0001125259"
"CAROLINA GROUP TRK","CG","0000060086"
"CARPENTER TECH","CRS","0000017843"
"CARRAMERICA RLTY","CRE","0001040554"
"CARRIAGE SVCS","CSV","0001016281"
"CASCADE","CAE","0000018061"
"CASCADE NAT GAS","CGC","0000018072"
"CASH AMER INV","PWN","807884"
"CATALINA MKTG","POS","0000883977"
"CATELLUS DEV","CDX","0001228862"
"CATERPILLAR","CAT","0000018230"
"CATO STK A","CTR","0000018255"
"CAVALIER HOMES","CAV","0000789863"
"CBL & ASSOCIATES","CBL","0000910612"
"CDA LIF FINL","CLU","1265241"
"CDI","CDI","0000018396"
"CDN IMPERIAL BNK","BCM","1045520"
"CDN NATL RAILWAY","CNI","0000016868"
"CDN NATURAL RSCS","CED","215466"
"CDN PAC RAILWY","CP","0000016875"
"CEC ENTERTAINMNT","CEC","0000813920"
"CEDAR FAIR ADR UN","FUN","0000811532"
"CELANESE","CZ","1390442"
"CELERA GENOMICS TRK","CRA","0000077551"
"CELESTICA","CLS","0001030894"
"CELLTECH GROUP ADR","CLL","1231146"
"CEMEX ADR","CX","0001076378"
"CENDANT","CD","723612"
"CENDANT CNV PR","JCD","1245553"
"CENT VT PUB SVC","CV","0000018808"
"CENTER TRUST","CTA","913292"
"CENTERPNT ENERGY","CNP","0001130310"
"CENTERPOINT PROP","CNT","0000912893"
"CENTERPULSE STK ADR","CEP","0001362705"
"CENTEX","CTX","0000018532"
"CENTEX CONSTR","CXP","813779"
"CENTRAL EURO","CEE","860489"
"CENTRAL PARKING","CPC","0000949298"
"CENTURYTEL","CTL","0000018926"
"CERIDIAN","CEN","0001124887"
"CERTEGY","CEY","0001136893"
"CERVECERIAS ADR","CU","881636"
"CGI STK A","GIB","0001061574"
"CH ENERGY GROUP","CHG","0001061393"
"CHALCO ADR H","ACH","0001161611"
"CHAMPION ENTR","CHB","0000814068"
"CHAMPIONSHP AUTO","MPH","1051825"
"CHARLES SCHWAB","SCH","0000316709"
"CHART INDS","CTI","1092959"
"CHARTER ONE FINL","CF","0001324404"
"CHARTWELL DIV","CWF","1059213"
"CHASE CAP VII STK G","CBO","1063836"
"CHASE CAPITAL IV STK D","CMV","1044728"
"CHASE CAPITAL STK H","CCB","714612"
"CHASE CAPITAL V STK E","CBF","0001330969"
"CHASE CORP","CCF","0000830524"
"CHATEAU COMM","CPJ","912393"
"CHC HELICOPTER STK A","FLI","0000903124"
"CHECKPOINT SYS","CKP","0000215419"
"CHEMED","CHE","0000019584"
"CHESAPEAKE","CSK","0000019731"
"CHESAPEAKE ENER","CHK","0000895126"
"CHESAPEAKE UTILS","CPK","0000019745"
"CHEVRONTEXACO","CVX","0000093410"
"CHICAGO BRIDGE","CBI","0001027884"
"CHICAGO MERCANTL","CME","0001156375"
"CHICOS FAS","CHS","0000897429"
"CHILE STK FD","CH","846676"
"CHINA EAST AIR ADR","CEA","0001030475"
"CHINA FUND","CHN","845379"
"CHINA MOBILE ADR","CHL","0001117795"
"CHINA PETROLEUM ADR H","SNP","0001123658"
"CHINA SOUTH AIR ADR H","ZNH","0001041668"
"CHINA TELECOM ADR H","CHA","0001191255"
"CHINA UNICOM ADR","CHU","0001113866"
"CHINA YUCHAI","CYD","0000932695"
"CHIQUITA BRANDS","CQB","0000101063"
"CHITTENDEN","CHZ","0000200138"
"CHOICE HOTELS","CHH","0001046311"
"CHOICEPOINT","CPS","0001040596"
"CHRIS & BANKS","CBK","0000883943"
"CHRLS RIVER LABS","CRL","0001100682"
"CHROMCRAFT","CRC","0000884130"
"CHUBB","CB","0000020171"
"CHURCH & DWIGHT","CHD","0000313927"
"CIBA SPECL CHEM ADR","CSB","0001035497"
"CIBER","CBR","0000918581"
"CIGNA","CI","0000701221"
"CIGNA HIGH INCM","HIS","0001316360"
"CIGNA INV SEC","IIS","49975"
"CIMAREX ENERGY","XEC","0001168054"
"CINCINNATI GAS STK DEB","JRL","20290"
"CINERGY","CIN","0000899652"
"CIRCOR INTL","CIR","0001091883"
"CIRCUIT CITY STR","CC","0000104599"
"CIT GROUP","CIT","0001171825"
"CITIGROUP","C","0001015155"
"CITIGROUP LOAN FD","TLI","1068963"
"CITIZENS COMMS NT WT UN","CZB","0000838391"
"CITIZENS COMMS STK B","CZN","0000020520"
"CITIZENS STK A","CIA","0000024090"
"CITY NATIONAL","CYN","0000201461"
"CKE RESTAURANT","CKR","0000919628"
"CLAIRES STORES","CLE","0000034115"
"CLARCOR","CLC","0000020740"
"CLARK BARDES","CBC","0000840264"
"CLAYTON HOMES","CMH","719547"
"CLEAR CHANNEL","CCU","0000739708"
"CLECO","CNL","0001089819"
"CLEVELAND CLIFFS","CLF","0000764065"
"CLOROX","CLX","0000021076"
"CMNTY HEALTH","CYH","0001108109"
"CMS ENERGY","CMS","811156"
"CNA FINANCIAL","CNA","0000021175"
"CNA SURETY","SUR","0001044566"
"CNF","CNF","0000023675"
"CNH GLOBAL NV","CNH","0001024519"
"CNOOC LTD ADR","CEO","0001095595"
"CO VALE DO RIO ADR","RIO","0000915754"
"COACH","COH","0001116132"
"COACHMEN","COA","0000021212"
"COBALT","CBZ","944148"
"COCA COLA","KO","0000021344"
"COCA COLA ENTER","CCE","0000804055"
"COCA COLA FEMSA ADR L","KOF","0000910631"
"COCA COLA HBC ADR","CCH","0001144970"
"COEUR D'ALENE","CDE","0000215466"
"COHEN & STEERS","RPF","1170895"
"COHEN & STEERS","RQI","1157842"
"COHEN STEERS ADV","RLF","1116937"
"COHEN STEERS TOT RET REALTY ST","RFI","891290"
"COL INTR HI INCM","CIF","833021"
"COLE NATIONAL STK A","CNJ","769644"
"COLES MYER ADR","CM","0001045520"
"COLGATE","CL","0000021665"
"COLLINS & AIKMAN","CKC","846815"
"COLONIAL BCGROUP","CNB","0000092339"
"COLONIAL HI INCM","CXE","845606"
"COLONIAL INTRMKT INC TR I STK ","CMK","853770"
"COLONIAL INV GRDE MUNI TR STK ","CXH","847411"
"COLONIAL MUNI INC TRUST STK FD","CMU","809844"
"COLONIAL PROP","CLP","0000909111"
"COMCAST HOLDINGS CNV NT DEB","CCZ","0001353673"
"COMERICA","CMA","0000028412"
"COMERICAL MEXICA ADR REP UN","MCM","0000882596"
"COMFORT SYS","FIX","0001035983"
"COMM FEDERAL","CFB","0000744778"
"COMMERCE BANCORP","CBH","0000715096"
"COMMERCE GRP","CGI","0000811612"
"COMMERCIAL METAL","CMC","0000022444"
"COMMERCIAL NET","NNN","0000751364"
"COMMSCOPE","CTV","0001035884"
"COMMUNITY BK SYS","CBU","0000723188"
"COMP DE BEBIDAS ADR","ABV","0001113172"
"COMPAGNIE GEN ADR","GGY","0001037962"
"COMPNHIA ENRG ADR","CIG","0001157557"
"COMPUTER ASSOC","CA","0000356028"
"COMPUTER SCIENCE","CSC","0000023082"
"COMPUTER TASK","CTG","23111"
"COMPX INTL STK A","CIX","0001049606"
"COMSTOCK RSCS","CRK","0000023194"
"CON ED","ED","0001047862"
"CON ED","EDL","1242221"
"CONAGRA FOODS","CAG","0000023217"
"CONCHATORO ADR","VCO","0000930543"
"CONCORD EFS","CE","0001306830"
"CONE MILLS","COE","0001316710"
"CONOCOPHILLIPS","COP","0001163165"
"CONSECO STRAT","CFD","1062978"
"CONSOL EDISON","EDV","1087782"
"CONSOL EDISON","EPI","1124206"
"CONSOL EDISON 7.25% PINES DEB","EPB","1047862"
"CONSOL ENERGY","CNX","0001070412"
"CONSOL GRAPHICS","CGX","0000921500"
"CONSTELL ENERGY","CEG","0001004440"
"CONSTELLATION STK A","STZ","0000016918"
"CONSTELLATION STK B","STZ.B","16918"
"CONTL AIRLINES STK B","CAL","0000319687"
"CONVERGYS","CVG","0001062047"
"CONVERIUM HOLD ADR","CHR","0001162586"
"COOPER CAMERON","CAM","0000941548"
"COOPER COS","COO","0000711404"
"COOPER INDS STK A","CBE","0001141982"
"COOPER TIRE","CTB","0000024491"
"COPEL ADR REP PR","ELP","0000924250"
"CORDIANT COMM ADR","CDA","1378716"
"CORE LABS","CLB","0001000229"
"CORIMON CA ADR","CRM","0001108524"
"CORN PROD INTL","CPO","0001046257"
"CORNELL COS","CRN","0001016152"
"CORNERSTN STRAT","CLM","814083"
"CORNERSTONE","CRF","33934"
"CORNERSTONE","TCR","854875"
"CORNING","GLW","0000024741"
"CORP ASSET BCKD","ELB","939149"
"CORP ASSET BCKD","PFH","916791"
"CORP ASSET BCKD DEB A","UYE","1301836"
"CORP DURANGO ADR","CDG","920543"
"CORP HI YIELD IV STK FD","HYW","1230531"
"CORP HI YLD V STK FD","HYV","1160469"
"CORP OFFICE","OFC","0000860546"
"CORPORATE HIGH YIELD II STK FD","KYT","1302396"
"CORPORATE HIGH YIELD STK FD","COY","900724"
"CORRECT CP AMER","CXW","0001070985"
"CORRECTIONAL PR","CPV","0001056218"
"CORTS FIRST UN 8.2% DEB","KTV","1283457"
"CORTS II CNTRYWD 8% DEB","KSJ","1283335"
"CORTS PROVIDENT 8.5% DEB","KSA","1283332"
"CORTS TR BANK AM 7% DEB A","KOK","1283322"
"CORTS TR CNTRYWD DEB","KTZ","1283600"
"CORTS TR CORNING 8% DEB A","KOH","1283455"
"CORTS TR DISNEY 6.875 DEB A","KVJ","1283360"
"CORTS TR GR WSTN","KRV","1283448"
"CORTS TR II AON DEB A","KOE","1281793"
"CORTS TR III AON DEB A","KVF","1281309"
"CORTS TR III IBM DEB","KRK","1283465"
"CORTS TR IV IBM 7% CT DEB A","KVM","1283326"
"CORTS TR SHERWIN 7.25% DEB A","KOS","1283315"
"CORTS TR VERIZON CORP BKD TR D","KVL","1283319"
"CORTS TR WR BERK 8.25 DEB","KNW","1283333"
"CORTS TRUST 8.375% CORTS TR CT","KVO","1277773"
"CORTS TRUST B M 6.8 2002-1.8 D","KNR","1283318"
"CORTS TRUST GE 6.25% TR CT DEB","KVP","1032860"
"CORTS TRUST UNUM 7.5% TR CT","KVN","1283329"
"CORUS ENTMT STK B","CJR","0001100868"
"CORUS GROUP ADR","CGA","0000842021"
"COUNTRYWIDE FNCL","CFC","0000025191"
"COUNTY SAN DIEGO PINES CNV DEB","CLD","1191028"
"COUSINS PROPS","CUZ","0000025232"
"COVANCE","CVD","0001023131"
"COVENTRY HEALTH","CVH","0001054833"
"COX COMMUNICAT","PRI","1283450"
"COX COMMUNICAT STK A","COX","25305"
"COX RADIO STK A","CXR","0001018522"
"CP HIGH YLD III","CYE","1049549"
"CP SHIPS","TEU","0001157808"
"CPB","CPF","0000701347"
"CPI","CPY","0000025354"
"CR & ASSET REPKG DEB","GRD","1235511"
"CR & ASSET REPKG PCARS 2002-1 ","GRH","201944"
"CR & ASSET REPKG PCARS 2002-1 ","GRK","1344800"
"CRANE","CR","0000025445"
"CRAWFORD & CO STK A","CRD.A","25475"
"CRAWFORD & CO STK B","CRD.B","25475"
"CRED SUI INCM","CIK","810766"
"CREDICORP","BAP","0001001290"
"CREDIT SUISSE ADR","CSR","1159510"
"CRESCENT REAL","CEI","0000918958"
"CRIIMI MAE","CMM","0000847322"
"CRISTALES ADR","CGW","0000917335"
"CROMPTON","CK","1091862"
"CROSS TIMBERS STK UN","CRT","0000881787"
"CROWN AMER REALTY TR STK FD","CWN","905134"
"CROWN CASTLE","CCI","0001051470"
"CROWN CORK SEAL","CCK","0001219601"
"CROWN PACIFIC STK UN","CRO","0000835664"
"CRYOLIFE","CRY","0000784199"
"CS HIGH YLD BD","DHY","1061353"
"CSK AUTO","CAO","0001051848"
"CSS INDS","CSS","0000020629"
"CSX","CSX","0000277948"
"CTS","CTS","0000026058"
"CULLEN FROST","CFR","0000039263"
"CULP","CFI","0000723603"
"CUMMINS INC","CUM","26172"
"CURTISS WRIGHT","CW","0000026324"
"CURTISS WRIGHT STK B","CW.B","26324"
"CVS","CVS","0000064803"
"CYPRESS SEMI","CY","0000791915"
"CYTEC INDS","CYT","0000912513"
"D R HORTON","DHI","0000882184"
"DAIMLERCHRYSLER","DCX","0001067318"
"DAN RIVER STK A","DRF","914384"
"DANA","DCN","26780"
"DANAHER","DHR","0000313616"
"DANONE ADR","DA","0001048515"
